Informazioni cronologiche,Which continent are you from?,Gender,Age,Education degree,"On avarage, how much time do you spend  playing video games per day  ?",What style of video game do you prefer?,"If you selected ""Other"", please specify here",Do you believe video games are a form of art?,"If you selected ""It depends,"" you can specify here.",Is there a video game that has taught you something useful for your academic or professional education?,"If you pressed ""Yes,"" please write which video games have been more useful to you.",Which device do you prefer when it comes to gaming?,"
If you selected ""Other,"" please specify here",Which video games do you believe have enriched you culturally regarding mythology or history?,"If you selected ""Other,"" please respond here","
Do you think it's possible to use video games that have not been designed for educational purposes as educational tools?","If you selected ""It depends,"" you can specify here",Do you believe online video games can facilitate connections between people and offer an alternative to traditional social interaction?,"If you selected ""It depends,"" you can specify here.",Have you ever thought about creating a video game?,"Do you think a video game has inspired you to deepen your knowledge on a subject (for example, literary, cultural, historical, social, scientific, artistic, etc.)?","
Have you ever learned another language or improved your language skills through video games, both online and in single-player mode?","
If you selected ""Other,"" please specify here","In your opinion, is it possible to compare the narrative importance of a video game to that of more traditional media such as books, films, or animation products?",Do you believe that video games have taught you to solve problems in a creative and original way (problem solving)?,"Do you engage in  sport or physical activity?
","Do you think Esports (electronic sports) can be considered a professional practice (for example, League of legends, Counter-strike, Street fighter, StarCraft, Assetto Corsa)?","
Have you improved your social skills thanks to video games? (e.g., communication, expression, empathy, etc.)","Do you prefer the company of people who don't play video games, or of people who share this passion with you?"
20/04/2024 20.09.31,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,It depends (please specify),It depends on the type of game,Yes,Portal 2,"Console, Portable consoles, PC",,"Assassin's creed (saga), Age of Empire",,Yes,,No,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,No,I have no preference
20/04/2024 20.09.53,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,"Engineer here - so games like Kerbal Space Program and Space Engineers taught me a lot about that type of stuff! Flight Simulator, too.",Other (please specify),Equally split between console/PC,"Sid Meier's Civilization, Other (please specify)",Hearts of Iron 4,It depends (please specify),"I mean, there are things that barely qualify as video games that have absolutely no educational value. I think of crappy mobile games. But there's many more video games that can help with all sorts of things: leaning/relearning micro motor skills, learning about history/science, etc.",It depends (please specify),"I don't think it's necessarily an alternative to traditional socialization, but I have met my best friends by playing video games. So, I think a more proper statement would be that ""video games help facilitate strong connections through shared activity""",No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,Yes,I prefer the company of gamers
20/04/2024 20.10.25,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,I don't know,Assassins Creed,PC,,Assassin's creed (saga),,Yes,,No,,No,No,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,No,I have no preference
20/04/2024 20.14.12,Europe,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Single player,,Yes,,Yes,"Outer Wilds, Assassin's Creed, Red Dead Redemption 2","Console, PC",,"Assassin's creed (saga), Hades, Other (please specify)",Crusader Kings 3,No,,No,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
20/04/2024 20.14.19,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,"Online games for example helped me in learning English, especialy vocabulary. I also learned a lot of values and perspectives from videogames such aus Nier;Automata.","Console, PC",,"Assassin's creed (saga), Age of Empire, Other (please specify)","Stronghold series, Anno series, in general strategy games.",Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 20.16.50,America,Other,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,I don't know,,Console,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",No,Yes,I have no preference
20/04/2024 20.20.18,Europe,Other,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,Ac games have taught me about history and I’m a history major. Taught me to look critically on stuff.,Console,,"Assassin's creed (saga), Immortals fenyx rising",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I prefer the company of gamers
20/04/2024 20.23.26,Asia,Male,Millennials (1981-1996),Bachelor's degree or higher,I don't play regularly,Single player,,Yes,,No,,"PC, Smartphone /Tablet",,"Assassin's creed (saga), Age of Empire, Other (please specify)",Age of Mythology ,Yes,,It depends (please specify),"They can, provided the conversations are monitored and moderated to prevent cyber bullying. ",No,Yes,"No, I haven't learned another language.",,Yes,No,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 20.26.09,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,I don't play regularly,Single player,,It depends (please specify),It depends to genre you play action games for example doesnt really feels like its a form of art but i think story based games are form of art ,I don't know,,"Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca)",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,No,Yes,"Yes, every day.",No,Yes,I have no preference
20/04/2024 20.29.08,Asia,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,"Assassin's Creed, Civilization","Console, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Sid Meier's Civilization",,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 20.29.56,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Multiplayer Online,,Yes,Indie video games are art. But the most Popuplar games are mostly commercial in my opinion,I don't know,,PC,,Other (please specify),Red dead redemption series,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 20.34.15,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,"Console, Portable consoles",,"Assassin's creed (saga), Other (please specify)","We Happy Few - set in 60s London, mostly a guide on what would happen if the Germans won WW2 but explains in depth how humans and governing bodies would deal with mass PTSD",Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,No,Yes,I have no preference
20/04/2024 20.35.15,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,,PC,,"God of War (saga Greca), Hades, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
20/04/2024 20.36.52,America,Other,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,It depends (please specify),"I think video games can be form of art, just like anything else. What makes something ""Art"" to me is the intention and emotion behind it. I wouldnt call the latest Call of Duty art, but I would call something like Hollow Knight art.",I don't know,,PC,,"God of war (saga norrena), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 20.37.52,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,"Space engineers, kerbal space program",Console,,"Assassin's creed (saga), God of war (saga norrena), Other (please specify)","Sekiro, evil west, metro series",Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 20.38.11,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,I don't know,,"Console, Portable consoles, PC",,God of War (saga Greca),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,No,Yes,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 20.41.31,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,Yes,,"Console, Portable consoles, PC",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",No,Yes,I prefer the company of gamers
20/04/2024 20.43.48,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,brain age on ds,"Console, Portable consoles, PC",,"God of War (saga Greca), God of war (saga norrena), Hades",,Yes,,Yes,,I have done it.,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 20.46.04,Europe,Male,Generation Z (1997-2012),Professional training,2-3 hours,Both,,Yes,,I don't know,,Console,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,No,I have no preference
20/04/2024 20.46.49,America,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Both,,Yes,,Yes,Assassins Creed Odyssey,Console,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",No,Yes,I have no preference
20/04/2024 20.48.51,Europe,Male,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Both,,Yes,,No,,"PC, VR",,Assassin's creed (saga),,No,,Yes,It is traditional interaction ,I have done it.,No,"No, I haven't learned another language.",,Yes,No,"Yes, every day.",Yes,No,I have no preference
20/04/2024 20.51.17,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,Yes,"Assassins creed has been great for history, elder scrolls for vocabulary,  so many more","Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), Age of Empire, Sid Meier's Civilization, Immortals fenyx rising",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 20.52.10,Europe,Male,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,Console,,"Assassin's creed (saga), God of War (saga Greca), Age of Empire",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,No,I have no preference
20/04/2024 20.54.16,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,Single player games with the character development and interactions and multiplayer games to stay calm ,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,No,I prefer the company of gamers
20/04/2024 20.55.45,Europe,Male,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Both,,Yes,,No,,PC,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Ryse son of rome",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,No,No,I prefer the company of gamers
20/04/2024 21.00.06,America,Female,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Single player,,Yes,,Yes,"Anything zachtronics, really enjoying signal state right now. ","Portable consoles, PC",,"Assassin's creed (saga), God of War (saga Greca), Hades, Sid Meier's Civilization, Immortals fenyx rising, Other (please specify)",Legend of tianding,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.02.56,Europe,Female,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,I don't know,"Assassin's Creed Odyssey taught me a lot about greek history (or, prompted me to read the Wikipedia pages about most of the characters)! Not sure if it's specifically useful to my job though","Console, PC",,"Assassin's creed (saga), Age of Empire",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.06.37,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,AC games,"Console, PC",,"Assassin's creed (saga), God of War (saga Greca)",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 21.09.18,Europe,Male,Generation Z (1997-2012),None,4-6 hours,Single player,,Yes,,I don't know,,Console,,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,I refrain from judgment.,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.09.21,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,Yes,Many of the assassins creed games use historical characters to show real life events in a more exciting form than consuming theatrical media,"PC, VR",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Age of Empire",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
20/04/2024 21.09.36,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,PC,,Hades,,Yes,,Yes,,Yes,No,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,No,I have no preference
20/04/2024 21.11.06,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,"vocabulary, communication, organization, and management ","Console, VR",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.12.21,Europe,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Single player,,Yes,,No,,PC,,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.13.01,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,No,,I don't know,,Console,,"Assassin's creed (saga), Sid Meier's Civilization, Other (please specify)",RDR2 ,Yes,,Yes,,Yes,No,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",No,Yes,I have no preference
20/04/2024 21.13.45,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,PC,,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization",,No,,Yes,,No,No,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.14.40,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,Too many to list. Something can be learned from any experience. ,"Console, VR",,"Assassin's creed (saga), God of War (saga Greca), Sid Meier's Civilization, Other (please specify)",Final Fantasy (many aspects sourced from various mythological pantheons),Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.17.47,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Multiplayer Online,,Yes,,Yes,,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 21.19.02,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,Yes,"Historic strategy games, CIV VI, HOI 4 etc",PC,,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization, Other (please specify)",Basically all paradox interactive games + total war series,"Yes, and I use them",,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 21.19.47,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,I don't know,,"Console, PC",,"Assassin's creed (saga), Other (please specify)",Crusader Kings,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 21.20.40,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,"Depends, mainly games that are centered around history like Assassin's Creed ",PC,,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,No,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 21.23.44,America,Male,Generation X (1965-1980),High school diploma or equivalent,I don't play regularly,Single player,,Yes,,I don't know,,"Console, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,I have done it.,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
20/04/2024 21.25.14,America,Female,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,Console,,"Assassin's creed (saga), Age of Empire, Other (please specify)","The Forgotten City, Nancy Drew Games",Yes,,Yes,,I have done it.,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
20/04/2024 21.29.11,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,Assassin's Creed Odyssey,PC,,"Assassin's creed (saga), God of War (saga Greca), Age of Empire",,It depends (please specify),modifications could be made,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",No,No,I prefer the company of gamers
20/04/2024 21.30.50,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,No,,PC,,"Assassin's creed (saga), Age of Empire, Ryse son of rome, Other (please specify)",Kingdom Come Deliverance,Yes,,No,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 21.37.01,America,Other,Millennials (1981-1996),Professional training,2-3 hours,Both,,Yes,,Yes,Factory games for planning,"Console, PC",,"Age of Empire, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
20/04/2024 21.37.09,America,Female,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,No,,PC,,Hades,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
20/04/2024 21.38.58,Asia,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,Assassin's Creed taught me a lot about history when I was growing up. Counter strike has taught me team work and communication,PC,,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 21.40.18,America,Female,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,"As a writer, storytelling in video games has drastically helped me improve my own sense of visualization, and given me inspiration to create worlds in my own medium that I hope can be as beautifully realized.","Console, Portable consoles, PC",,"God of War (saga Greca), Hades, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 21.41.55,America,Male,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,No,No,I have no preference
20/04/2024 21.42.15,Europe,Female,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Single player,,Yes,,Yes,Helped me with studying about different time periods.,PC,,Assassin's creed (saga),,It depends (please specify),Depends how real/fantasy the game is.,No,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 21.43.24,America,Male,Millennials (1981-1996),Professional training,Less than an hour,Both,,No,,No,,Console,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,No,I have no preference
20/04/2024 21.45.53,America,Male,Millennials (1981-1996),Professional training,I don't play regularly,Both,,Yes,,I don't know,,Console,,God of War (saga Greca),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
20/04/2024 21.51.43,America,Male,Millennials (1981-1996),High school diploma or equivalent,I don't play regularly,Both,,Yes,,I don't know,,"Console, PC",,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I prefer the company of gamers
20/04/2024 21.56.14,Europe,Female,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,No,,No,,PC,,Assassin's creed (saga),,Yes,,Yes,,No,No,"No, I haven't learned another language.",,Yes,Yes,Less than once a week.,Yes,No,I have no preference
20/04/2024 22.00.33,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,It depends (please specify),What truly is Art? If art is any form of expression then yes.,I don't know,,"Console, PC, Smartphone /Tablet",,Assassin's creed (saga),,Yes,,Yes,,Yes,No,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,No,I have no preference
20/04/2024 22.01.22,Europe,Female,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,Diablo (1) got me interested in learning English as a second language ,"Console, Portable consoles",,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 22.01.34,Europe,Male,Generation X (1965-1980),Bachelor's degree or higher,Less than an hour,Both,,It depends (please specify),Some games are more an experiance like jounrey. I think its art. Some games are more like an interactive mivue like cod. Other games are more book like or story driven like firewatch. I think concept art is art. Elements of games are art. Coding is not really am art. ,No,,Console,,God of war (saga norrena),,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 22.08.26,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,No,,Yes,Assassins creed odyssey has some cool historical things.  ,"Console, VR",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every day.",No,No,I have no preference
20/04/2024 22.10.08,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,It depends (please specify),"It depends entirely on the game. Journey or breath of the wild are works of art, but the stuff EA makes is nowhere close, just a cash grab.  ",No,,"Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), God of war (saga norrena), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 22.11.28,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,I don't know,,"Cloud, PC, Smartphone /Tablet",,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization, Immortals fenyx rising",,Yes,,Yes,,I have done it.,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 22.11.56,America,Male,Generation X (1965-1980),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,"How to explore the upper and lower limits of a virtual environment. This aids cyber security research, QA testing, and more  ","PC, Smartphone /Tablet",,"Sid Meier's Civilization, Other (please specify)","witcher, SSI gold box games, Fallout 1",Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 22.14.43,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,Yes,"Ark, Dark Souls","Console, Smartphone /Tablet",,"Assassin's creed (saga), God of war (saga norrena)",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 22.15.01,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Multiplayer Online,,Yes,,I don't know,,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 22.15.36,Europe,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Single player,,It depends (please specify),Video games are a form of art but not all games have artistic value.,I don't know,,PC,,Other (please specify),"Hearts of Iron IV, Kingdom Come Deliverance",Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,No,Yes,Less than once a week.,Yes,Yes,I have no preference
20/04/2024 22.17.49,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,Console,,Assassin's creed (saga),,Yes,,I refrain from judgment.,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 22.24.27,America,Male,Millennials (1981-1996),Professional training,2-3 hours,Single player,,Yes,,Yes,Patience,"Console, Smartphone /Tablet",,Assassin's creed (saga),,Yes,,No,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
20/04/2024 22.33.24,,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,Any assassins creed game,Console,,Assassin's creed (saga),,It depends (please specify),"No game can be 100% realistic, there are no respawns in real life.",Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 22.34.41,Oceania,Male,Generation X (1965-1980),Professional training,Less than an hour,Single player,,Yes,,No,,"Console, Smartphone /Tablet",,"Assassin's creed (saga), Age of Empire",,Yes,,Yes,,No,No,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 22.42.57,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,7 hours or more,Single player,,Yes,,No,,Console,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
20/04/2024 22.43.09,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,I don't know,,PC,,Other (please specify),"Rdr2, Souls seriers (armor, buildings and cultures)",Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 22.43.29,America,Female,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,"Console, PC, Smartphone /Tablet",,Assassin's creed (saga),,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 22.43.31,Europe,Male,Millennials (1981-1996),High school diploma or equivalent,Less than an hour,Multiplayer Online,,It depends (please specify),If the game makes you think something more then yes,Yes,Jrpgs helped ne learn English when I was 12-16 years,"Console, Portable consoles, Smartphone /Tablet",,"God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 22.44.14,America,Male,Generation X (1965-1980),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,Console,,Assassin's creed (saga),,Yes,,No,,No,No,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,No,No,I have no preference
20/04/2024 22.45.06,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Both,,It depends (please specify),,I don't know,,"Console, PC",,"Assassin's creed (saga), Other (please specify)",Panzer general ,"Yes, and I use them",,Yes,,No,Yes,I have enhanced my knowledge of another language,,No,Yes,Less than once a week.,No,No,I have no preference
